,azimuthal_amplitude,azimuthal_amplitude_good,azimuthal_amplitude_good2,chi2,chi2_alt,complexity,complexity2,dip,dip2,dt,dt_error,linearity,linearity2,n_data,network,p_val,phi,phi_error,red_chi2,rsquared,st_lat,st_lon,standard_error,station,variance_ratio,left_or_right
0,"[array([ 0.57844072,  0.0278518 ,  0.39816689,  0.06209536,  0.12656941,
        0.19895565,  0.3448409 ,  0.13263762,  0.35289666,  0.00990728])]","[array([ 1.04830624,  0.28228959,  0.77911554,  0.5422087 ,  0.10540981,
        0.96122422,  0.49101892,  0.74426173,  0.68052539,  0.09902302])]","[array([ 0.35188028,  0.35636835,  0.40622197,  0.30939769])]",40.24381588,58.7164085796,0.54220869911,0.35780983255800003,0.282289591186,0.351880279767,0.716055682027,0.0673664784182,0.7791155403929999,0.356368350682,114.0,Z3,0.999994366504,109.202840625,4.0687982818599995,0.359319784643,0.17668281564,47.677545,16.090360999999998,0.906265215749,A009A,1.22455730248,1.0
1,"[array([ 0.37512456,  0.15766643,  0.27268326,  0.0807844 ,  0.23244351,
        0.23975483,  0.26653902,  0.25921224,  0.04653682,  0.10829035])]","[array([ 0.99457603,  0.26178286,  0.76276822,  0.05898685,  0.16741662,
        0.3061787 ,  0.07647507,  0.37693195,  0.01276293,  0.45236047])]","[array([ 0.05791383,  0.40067522,  0.02862649,  0.29440272])]",26.6412135502,125.350326002,0.0589868479834,0.161514602689,0.261782856109,0.057913832657,0.8233380128810001,0.0418824958535,0.7627682195669999,0.400675223949,184.0,Z3,0.999622701607,100.981396674,1.75201818907,0.146380294232,0.43125904289399997,48.368663,15.652187,0.071063287408,A008A,2.04730118806,-1.0
2,"[array([ 0.0709569 ,  0.08268177,  0.22635585,  0.11674952,  0.01210225,
        0.09058709,  0.21381227,  0.04818008,  0.20915817,  0.11601134])]","[array([ 0.14531091,  0.33884703,  0.5900943 ,  0.17822053,  0.20006698,
        0.99163414,  0.39660727,  0.20593819,  0.73882428,  0.45690872])]","[array([ 1.30613943,  1.30264613,  0.16850197,  0.86681272])]",48.6584568782,106.98006394,0.17822053432999999,0.517657342471,0.338847029902,1.30613943371,1.5701507813,0.08260405086849999,0.590094301616,1.30264613265,118.0,IV,0.7359137051970001,170.138188179,1.5952432173500002,0.419469455847,0.768613156734,43.3666,12.5715,-0.557398847522,ATFO,1.4970213835600001,1.0
3,"[array([ 0.08944635,  0.08221635,  0.1397787 ,  0.02512778,  0.0633324 ,
        0.05145656,  0.0796681 ,  0.10425836,  0.02544789,  0.17990923])]","[array([ 0.90288802,  0.07946642,  0.07940471,  0.32512806,  0.32628205,
        0.18809911,  0.01739875,  0.30032962,  0.09281413,  0.55176675])]","[array([ 0.09794057,  0.48772933,  0.02069218,  0.1443181 ])]",34.6390678837,33.8085576249,0.32512806347199996,0.0825051412779,0.0794664162127,0.09794056528419999,0.981778260985,0.048806455657900004,0.0794047060994,0.487729334419,205.0,IV,1.0,164.32726507799998,1.4413512506000001,0.170635802383,0.653884524384,43.49807,12.94153,0.162818613191,ARVD,1.8259937425200001,1.0
4,"[array([ 0.18433326,  0.09644895,  0.30444984,  0.27102317,  0.04977513,
        0.0642961 ,  0.30104827,  0.14873165,  0.04421937,  0.31535434])]","[array([ 0.44905487,  0.13018762,  0.36903748,  0.07819469,  0.05660835,
        0.29796814,  0.65947308,  0.07114761,  0.04001813,  1.01112083])]","[array([ 0.10881416,  0.13276867,  0.04899215,  0.1324834 ])]",73.5942992813,159.254733961,0.07819469132399999,0.0907377767646,0.130187619491,0.108814164859,0.606902850016,0.14747744212799999,0.369037478653,0.132768667679,98.0,IV,6.97454937308e-05,149.139664015,5.2262944004500005,0.76660728418,0.123390123499,43.7967,11.7893,0.86429186719,ASQU,1.53783534748,1.0
5,"[array([ 0.5127589 ,  0.06133764,  0.46190028,  0.17601757,  0.06250883,
        0.36717377,  0.20442434,  0.08156192,  0.13376666,  0.03307491])]","[array([ 1.28501544,  0.20885624,  0.88180271,  0.45356625,  0.22040222,
        0.76302262,  0.75902564,  0.48171878,  0.71018684,  0.14011513])]","[array([ 0.079272  ,  0.49503735,  0.15366981,  0.46133467])]",11.8178430545,57.2252408697,0.453566254763,0.307502239729,0.208856235343,0.07927199744789999,0.808719896226,0.0292220138423,0.8818027077700001,0.495037352403,207.0,MN,1.0,98.3453662726,1.8265771064200003,0.057648014899900006,0.392467015159,44.7488,17.1839,0.20720096548,BLY,1.11543493345,1.0
6,"[array([ 0.41367312,  0.14755995,  0.51690052,  0.04060412,  0.25592597,
        0.10206805,  0.07384131,  0.03963763,  0.24305958,  0.14077786])]","[array([ 1.15199421,  0.07369514,  1.01272153,  0.22884383,  0.67333388,
        0.38289607,  0.30962291,  0.48560422,  0.06786846,  0.4869116 ])]","[array([ 0.28692736,  0.37958894,  0.27043612,  0.27592746])]",19.5812901721,268.924997432,0.228843833907,0.273181792987,0.07369513597860002,0.286927364578,0.776921209207,0.053934726794499996,1.01272153059,0.379588939488,108.0,Z3,6.298096726390001e-16,138.433859041,2.58880789461,0.184729152567,0.251664259712,49.7049,16.8893,0.067502066236,A087A,2.3527317793,-1.0
7,"[array([ 0.22497437,  0.09548529,  0.08846   ,  0.1813236 ,  0.40608532,
        0.245115  ,  0.23836452,  0.44694132,  0.01058412,  0.01429692])]","[array([ 0.81655921,  0.59887635,  0.10531124,  0.6108521 ,  1.20901877,
        0.72865257,  0.51884439,  1.01443886,  0.7216057 ,  0.39737548])]","[array([ 0.46764101,  0.63950622,  0.18038939,  0.74470141])]",20.1626568248,98.23475276399999,0.610852103535,0.46254540265199995,0.598876349445,0.467641014849,1.04141424967,0.0636985328371,0.105311236297,0.639506221335,97.0,CZ,0.41757988702699994,80.5992102645,2.10049996476,0.21223849289299998,0.7064761981669999,48.8199,14.3095,1.10130519258,CKRC,1.2301479233,-1.0
8,"[array([ 0.65231713,  0.22948837,  0.5420433 ,  0.3126682 ,  0.11667721,
        0.18445544,  0.21652423,  0.13225976,  0.1539424 ,  0.00073778])]","[array([ 1.45626166,  0.30362745,  0.95983947,  0.46579371,  0.16111708,
        0.15601964,  0.21660694,  0.124996  ,  0.01348031,  0.14888944])]","[array([ 0.20519116,  0.46644424,  0.15593542,  0.30275986])]",13.7774111871,21.9013672401,0.465793705606,0.22934763748300002,0.303627445944,0.205191159763,0.778992880987,0.031243165562499998,0.959839474712,0.466444241435,140.0,Z3,1.0,119.01875001799999,2.0943664490400002,0.0998363129497,-0.287908125447,48.740379,16.020298,0.544233471501,A006A,1.0336198484399999,-1.0
9,"[array([ 0.43005002,  0.03931533,  0.132449  ,  0.16835081,  0.07517721,
        0.22068399,  0.20753491,  0.11433556,  0.16621683,  0.54101362])]","[array([ 0.54684898,  0.36388424,  0.26791423,  0.15553116,  0.04658665,
        0.19567172,  0.59897542,  0.07193494,  0.20446549,  0.83130732])]","[array([ 0.58745848,  0.47985605,  0.37600019,  0.0441801 ])]",103.06716574,156.799179179,0.155531161347,0.210090146517,0.36388423978,0.587458476739,0.952285741576,0.06916023937350001,0.267914234031,0.479856050923,204.0,IV,0.99306490085,169.770344466,2.20560337565,0.510233493763,0.455617882731,43.55017,13.602,0.233582193691,AOI,0.999924625882,1.0
10,"[array([  3.92988669e-01,   8.73029952e-02,   4.05850450e-02,
         8.78660441e-02,   1.36469176e-01,   5.62833611e-02,
         6.52952086e-06,   1.04965014e-01,   5.21746690e-02,
         3.50948747e-01])]","[array([ 0.24285576,  0.08217085,  0.52619373,  0.83254074,  0.43091033,
        1.09152429,  0.26679079,  0.33835213,  0.6333296 ,  0.3724725 ])]","[array([ 0.71784888,  1.40962652,  0.32844269,  0.93928699])]",33.8882745497,400.70749884400004,0.8325407414300001,0.633864836502,0.08217084697669999,0.717848877441,1.63548912377,0.09066193758060001,0.526193733206,1.40962652285,90.0,IV,4.164574303719999e-41,165.025239392,1.6762651944100002,0.38509402897399997,0.806589791309,43.4807,12.457,1.5485722267200002,ATPC,2.4630095641599996,1.0
11,"[array([ 0.01398102,  0.18466439,  0.33660632,  0.25671543,  0.00320447,
        0.13227113,  0.02626257,  0.17428066,  0.03133126,  0.22854529])]","[array([ 0.07987057,  0.50824125,  0.82228339,  0.21890136,  0.11964412,
        0.33872483,  0.12306335,  0.51554481,  0.21613628,  0.40824553])]","[array([ 0.57895085,  0.40215759,  0.56497284,  0.01329146])]",88.92448267200001,75.4539595808,0.218901358412,0.289132150664,0.508241251993,0.578950845714,0.872800731435,0.0691054525417,0.8222833869730001,0.402157593536,189.0,GU,1.0,150.688273934,2.39863371378,0.475531992898,0.459006386845,44.83517,7.263330000000001,0.346459844466,BHB,1.31862502437,1.0
12,"[array([ 0.52746657,  0.00798471,  0.09695259,  0.07476369,  0.31265096,
        0.25771548,  0.23182492,  0.40722154,  0.08717461,  0.0832968 ])]","[array([ 1.28905719,  0.60141035,  0.19577844,  0.52260004,  1.20044089,
        0.99732015,  0.59431973,  1.33584547,  0.78031654,  0.19305038])]","[array([ 0.30615742,  0.7715538 ,  0.43337181,  0.74580089])]",15.9179604514,50.4757123191,0.522600041378,0.589586348031,0.601410352016,0.306157424324,1.1026499385500002,0.0354530311438,0.19577844094,0.771553803292,165.0,GR,1.0,83.923933726,1.21384033516,0.09765619908810001,0.780007516734,48.844303000000004,13.700626999999999,1.15678930347,GEC2,1.3512004926199999,-1.0
13,"[array([ 0.37667686,  0.18315566,  0.63781472,  0.19145128,  0.34753188,
        0.55538598,  0.02948979,  0.46750725,  0.2320588 ,  0.04881801])]","[array([ 0.0515335 ,  0.43453312,  0.94507753,  0.11553944,  0.52774578,
        0.83903562,  0.06247891,  0.62424573,  0.22511764,  0.41039644])]","[array([ 0.16668464,  0.68250062,  0.00162599,  0.16148224])]",64.6992957836,87.6176144375,0.115539438701,0.08155411444680001,0.434533123393,0.16668463623,1.09552525691,0.0396675596529,0.945077527974,0.682500616072,270.0,CH,1.0,64.4317239049,1.19104633545,0.24141528277399998,0.745407336295,46.7805,9.87952,1.16772151737,DAVOX,0.962493231039,-1.0
14,"[array([ 0.36258076,  0.04153336,  0.26125124,  0.24321774,  0.15621061,
        0.16308093,  0.1734863 ,  0.10577991,  0.0163814 ,  0.19833229])]","[array([ 0.96920369,  0.14912062,  0.69492062,  0.39372815,  0.27803088,
        0.17463585,  0.53458445,  0.44518351,  0.05868755,  0.8628757 ])]","[array([ 0.11231088,  0.35618625,  0.12269659,  0.11835311])]",43.47282604270001,47.969776035900004,0.393728149651,0.120524850008,0.149120618312,0.112310882806,0.746282503524,0.052469636956199994,0.694920620229,0.35618625141599997,165.0,GU,1.0,122.623023539,2.68291433512,0.26670445425,0.329981052111,44.226659999999995,7.42033,0.101386776238,ENR,2.28601018004,1.0
15,"[array([ 0.65993811,  0.23809265,  0.24547223,  0.36644473,  0.25194618,
        0.47679376,  0.37787692,  0.19454   ,  0.45604001,  0.52813956])]","[array([ 1.3439524 ,  0.46816976,  0.53932951,  0.97266697,  0.39674537,
        1.14615969,  0.75376498,  0.42238237,  0.74229049,  0.94384573])]","[array([ 0.25781526,  0.67199586,  0.34458917,  0.45222305])]",70.7908793794,536.8012232919999,0.972666965926,0.398406112393,0.468169764427,0.257815259025,1.1185397423,0.042061013786,0.539329509707,0.6719958641930001,307.0,GR,7.08979768377e-15,89.8113934957,1.16041740292,0.232101243867,0.513592715892,49.468937,11.560846000000002,1.42189694961,GRB4,1.1295432201200002,-1.0
16,"[array([ 0.60534831,  0.2995641 ,  0.77505584,  0.20101387,  0.13462213,
        0.02707562,  0.3486335 ,  0.01666882,  0.11352148,  0.2836801 ])]","[array([ 0.77510662,  0.39377472,  1.09034273,  0.05736939,  0.02165252,
        0.44943945,  0.47726685,  0.17263335,  0.07571467,  0.44524314])]","[array([ 0.21765568,  0.60095852,  0.34270886,  0.25122339])]",57.1426708516,754.941630367,0.0573693851149,0.296966124577,0.393774715032,0.21765568013599998,1.02178630823,0.0291424574358,1.0903427319399999,0.600958524119,348.0,CZ,2.47923474699e-32,132.721057131,0.951558788961,0.165152227895,0.7360432554690001,48.8591,17.6707,0.163360847659,JAVC,1.6104888780000002,-1.0
17,"[array([ 0.96204294,  0.14062097,  0.82532497,  0.1401709 ,  0.16685407,
        0.04768322,  0.26090009,  0.02561283,  0.26188177,  0.07742125])]","[array([ 1.19076538,  0.09468084,  1.00593275,  0.1094334 ,  0.2535855 ,
        0.04241689,  0.15173504,  0.03729892,  0.29638667,  0.16967075])]","[array([ 0.00815639,  0.4428494 ,  0.00544672,  0.18613902])]",74.35547211810001,167.578980968,0.109433401627,0.0957928689626,0.0946808411832,0.00815638847516,0.804362031799,0.0179537514738,1.00593275206,0.442849401404,601.0,CZ,1.0,127.62573956700001,0.941782941511,0.12413267465500001,0.396533181473,49.0619,16.3952,1.20402311756,KRUC,1.09329793173,-1.0
18,"[array([ 0.61351887,  0.21072093,  0.73146555,  0.39192788,  0.40726023,
        0.63198234,  0.10876548,  0.66190786,  0.382584  ,  0.08343762])]","[array([ 1.09255604,  0.37501976,  1.41999604,  0.75743178,  0.82242883,
        1.25426194,  0.11738664,  1.24563282,  0.43503324,  0.29819488])]","[array([ 0.23703016,  0.89669423,  0.41322051,  0.60966357])]",90.3501274236,87.84875833950001,0.757431778808,0.511442038514,0.37501975903800006,0.237030159397,1.2712377724,0.0337742088601,1.4199960400100002,0.8966942333069999,382.0,SI,1.0,48.17983209729999,0.849772596146,0.23776349321999998,0.7245150490469999,45.9595,10.9436,0.470959749574,LUSI,0.586495590866,1.0
19,"[array([ 0.78549154,  0.09182086,  0.89058499,  0.1651347 ,  0.41594353,
        0.51695088,  0.37391765,  0.7281701 ,  0.41621753,  0.17112994])]","[array([ 1.21277373,  0.21567722,  1.42463033,  0.27651619,  0.59921134,
        0.78478727,  0.47403178,  0.87456555,  0.57562209,  0.11583334])]","[array([ 0.04370977,  1.07855199,  0.07693832,  0.71217088])]",50.86517749,184.098688247,0.27651618941399997,0.394554599199,0.215677218061,0.0437097650428,1.59199620022,0.0237856431129,1.4246303287399997,1.07855198896,485.0,CH,1.0,50.968287725100005,0.368400565964,0.10531092648,0.8758130613959999,46.846759999999996,9.00825,-0.006803371552199999,LLS,1.60251416391,-1.0
20,"[array([ 0.06304786,  0.33265951,  0.36127587,  0.09612539,  0.22908248,
        0.22334132,  0.2507711 ,  0.20478894,  0.50641939,  0.44793881])]","[array([ 0.61570539,  0.70237043,  1.27388199,  0.70876052,  0.91824576,
        0.9083065 ,  0.64880668,  0.83918778,  0.65162813,  0.10076299])]","[array([ 0.69130624,  1.12453347,  0.27276243,  0.50438768])]",9.06458454719,12.067588490599999,0.70876052235,0.38857505454400004,0.7023704253470001,0.6913062385340001,1.57017170866,0.072996165601,1.27388198551,1.1245334742200002,68.0,IV,1.0,73.6557177055,1.21964264774,0.137342190109,0.8868058264219999,42.6137,11.804,0.7727386187199999,LATE,1.6732443269,1.0
21,"[array([ 0.71339038,  0.03353853,  0.54360979,  0.0879803 ,  0.06071535,
        0.41352173,  0.17424656,  0.15039703,  0.18267239,  0.03897703])]","[array([ 1.22306649,  0.12058805,  1.30068943,  0.47574305,  0.27697065,
        0.66885646,  0.52059152,  0.15957057,  0.73223198,  0.00202211])]","[array([ 0.01229857,  0.76058277,  0.07445087,  0.76463518])]",78.7853027865,340.282740525,0.475743054504,0.41954302370700003,0.120588051187,0.012298570471200001,1.10625581826,0.06049986567969999,1.3006894262,0.760582768029,226.0,CZ,1.05526165641e-06,132.654492779,2.00757354466,0.351720101725,0.5451649739419999,50.0966,16.8341,0.06065064323580001,KRLC,1.9795741173099997,-1.0
22,"[array([ 0.1675097 ,  0.29022992,  0.41239873,  0.26901562,  0.18019278,
        0.23557669,  0.16746955,  0.20137671,  0.16755861,  0.2771628 ])]","[array([ 0.77621718,  0.40541566,  0.02971604,  0.83277726,  0.5277306 ,
        0.6923494 ,  0.36586706,  0.11982442,  0.78113388,  0.96443272])]","[array([ 0.19076985,  0.55135414,  0.0536437 ,  0.3639228 ])]",48.972591585699995,51.3023539993,0.832777263883,0.20878324773600002,0.405415664574,0.190769853244,1.0728590336700001,0.256014700827,0.029716037919799997,0.5513541379770001,43.0,NI,0.153862112053,81.121154995,6.55500725421,1.19445345331,0.27045110168000003,46.0266,12.5005,1.00873829487,POLC,2.0289592010699997,1.0
23,"[array([ 0.4096863 ,  0.10355869,  0.21912252,  0.31247268,  0.06306133,
        0.13060517,  0.19418384,  0.22125939,  0.09401776,  0.27875877])]","[array([ 1.19839038,  0.3025436 ,  0.0926389 ,  0.66696855,  0.00491697,
        0.43419388,  0.38255073,  0.29331962,  0.62110425,  0.93704508])]","[array([ 0.75944094,  0.92387583,  0.44719377,  0.03586255])]",73.30119259930001,1483.11076295,0.6669685525869999,0.24152816454999998,0.302543602001,0.7594409393800001,1.3411014978799998,0.0460334367117,0.0926389015468,0.923875828849,261.0,IV,3.812525525209998e-170,172.898719183,1.01061848808,0.283016187642,0.6891312773720001,43.94105,12.84018,-0.100427250824,PESA,1.26369982945,1.0
24,"[array([ 0.40307159,  0.09854417,  0.08346185,  0.65861004,  0.03051219,
        0.38091005,  0.35675116,  0.14578324,  0.08459712,  0.24262525])]","[array([ 1.77741568,  0.03121138,  0.32259022,  1.10701383,  0.10619275,
        0.57940848,  0.1758361 ,  0.37090695,  0.41682615,  0.80293279])]","[array([ 0.50246982,  0.85838087,  0.80148359,  0.02165386])]",17.8413255674,708.183142051,1.1070138340200002,0.411568721907,0.031211383108599996,0.502469820952,1.36155917004,0.0324258392999,0.32259021758699996,0.858380865871,195.0,IV,1.1896886507699998e-59,1.2259379932799999,0.633541262163,0.0924421013857,0.320669279413,43.6486,12.2386,0.7970597083159999,PARC,3.67187152423,1.0
25,"[array([ 0.57426919,  0.08661659,  0.78583019,  0.11611435,  0.55848604,
        0.47678853,  0.15624059,  0.52413848,  0.12098101,  0.04905879])]","[array([ 1.41476229,  0.0718027 ,  1.39329418,  0.41159178,  0.9529151 ,
        1.03488415,  0.3045555 ,  0.95224335,  0.15769444,  0.25231922])]","[array([ 0.05245041,  0.92996374,  0.20918982,  0.52848418])]",90.21161283629999,155.13420016,0.41159178383,0.368836997253,0.0718027023676,0.0524504134709,1.36021415902,0.0400758890817,1.3932941832499999,0.929963739407,346.0,SI,1.0,57.23732709350001,0.8485080396979999,0.262243060571,0.654100882304,46.9281,11.4118,-0.0659866592269,ROSI,1.13986954483,1.0
26,"[array([ 1.1331443 ,  0.01813128,  0.94443452,  0.1696982 ,  0.07304986,
        0.03022791,  0.49397899,  0.49177124,  0.16443285,  0.64513329])]","[array([ 2.61757558,  0.68589624,  1.40315604,  1.73999276,  1.29515876,
        1.05244718,  2.25693523,  0.62013959,  1.1328388 ,  2.01856009])]","[array([ 1.17003184,  1.87047684,  1.49880997,  1.39052855])]",17.5802474219,20.654439815499998,1.7399927628999998,1.44466925854,0.685896238236,1.17003184222,1.67134319477,0.048676126245800005,1.4031560386700002,1.8704768428,135.0,IV,1.0,119.31322165600001,1.18778877458,0.132182311443,0.642517709951,44.32425,8.34592,0.261905329098,QLNO,2.79188734191,1.0
27,"[array([ 0.01058821,  0.09203492,  0.13432854,  0.2740328 ,  0.05861681,
        0.03218572,  0.32131931,  0.22818827,  0.17693174,  0.0742416 ])]","[array([ 0.68486762,  0.36628362,  0.55118328,  0.69007782,  0.40022075,
        0.13846054,  1.23048725,  0.31660327,  0.53239746,  0.33047458])]","[array([ 0.48994684,  0.26902472,  0.28510241,  0.20919769])]",72.030998643,161.335661255,0.6900778221780001,0.247150051228,0.366283618705,0.489946841977,0.8744601589640001,0.15746414255799998,0.5511832765829999,0.26902472150199996,98.0,GU,4.48964809799e-05,134.389387682,3.80049584376,0.750322902531,0.196353671866,45.14817,7.2653300000000005,0.809072514846,RSP,1.11640407397,1.0
28,"[array([ 1.18943858,  0.14637033,  0.50045686,  0.37298455,  0.357743  ,
        0.34927378,  0.66682238,  0.07602625,  0.22603786,  0.76040391])]","[array([ 1.51223697,  0.41112461,  0.66927672,  0.98234743,  0.80434445,
        0.91542598,  1.16548752,  0.19154749,  0.40325495,  1.25463131])]","[array([ 0.2576032 ,  1.02939924,  0.42493651,  0.92474471])]",238.0006696,279.80706869200003,0.982347432956,0.674840613297,0.41112461405100004,0.257603203776,1.2256267406,0.0464534036164,0.669276719743,1.0293992435700001,463.0,FR,0.999999999999,93.4077200342,1.60222215774,0.516270432973,0.385265542567,42.0945,9.2847,1.4475344127,SMPL,1.00182683416,1.0
29,"[array([ 0.79835588,  0.20572922,  0.73705694,  0.55539172,  0.01256234,
        0.17304806,  0.69066785,  0.34580018,  0.4809031 ,  0.40662111])]","[array([ 0.87847623,  0.18767762,  1.04254912,  0.86156564,  0.12316522,
        0.31104568,  1.14833114,  0.39182186,  0.69774538,  0.2292887 ])]","[array([ 0.6356658 ,  0.8185399 ,  0.36796272,  0.32365148])]",93.9464253566,332.83545830400004,0.861565642028,0.34580710019,0.187677618062,0.635665802187,1.4168662506799998,0.0651500706314,1.04254912485,0.8185399033859999,234.0,MN,1.87780396538e-05,129.141624785,1.0929823245899999,0.40494148860600004,0.607302041735,44.1594,10.3864,-0.23439416618500003,VLC,3.1846440671,1.0
30,"[array([ 0.75844401,  0.05797821,  0.24323199,  0.06215453,  0.35738739,
        0.4643117 ,  0.50493238,  0.49909103,  0.48768628,  0.22822772])]","[array([ 1.54009653,  0.08695996,  0.69347655,  0.42712722,  0.45587995,
        1.02780559,  0.71966853,  0.79971751,  0.51933107,  0.46615595])]","[array([ 0.04975361,  0.82385291,  0.21045107,  0.66625703])]",71.6242837529,357.555208475,0.427127220503,0.43835405402800004,0.08695996484020001,0.049753610680099994,1.0785153531799998,0.0258289915662,0.693476551703,0.8238529087950001,409.0,GR,0.9656856532799999,98.97415128940001,1.069004393,0.175981041162,0.527832103435,49.1448,12.8803,1.21382753275,WET,0.705205902715,-1.0
31,"[array([ 1.04676932,  0.1030493 ,  0.50638152,  0.28544402,  0.27964191,
        0.17808338,  0.44112328,  0.3118601 ,  0.241943  ,  0.51458301])]","[array([ 1.54594444,  0.5060638 ,  0.68147247,  1.15699349,  0.77138331,
        0.69349191,  1.26248335,  0.59615005,  0.63074072,  1.08746552])]","[array([ 0.2457299 ,  0.77455958,  0.35448701,  0.79320097])]",41.060780305,179.25098274599998,1.1569934943,0.5738439916529999,0.5060638048349999,0.245729897121,1.00459512338,0.04951624296709999,0.681472469639,0.77455958431,149.0,FR,0.040889828643000004,101.397385754,2.56545697291,0.279325036088,0.51474982268,43.4917,5.3325,0.42357206366899997,ARBF,1.63424277115,-1.0
32,"[array([ 1.08631096,  0.07008457,  0.97019328,  0.30827281,  0.11253384,
        0.23438339,  0.4450671 ,  0.40511451,  0.41734861,  0.65032653])]","[array([ 2.98882462,  0.24537218,  1.52762698,  0.08196227,  0.52755928,
        0.20238374,  1.48379836,  0.97308308,  2.11537378,  1.17723296])]","[array([ 2.09868573,  1.39234462,  0.26511849,  1.02642047])]",81.089575841,686.360050183,0.08196226724439999,0.6457694809910001,0.245372184938,2.09868573191,2.03331454965,0.18785520982999998,1.52762697908,1.3923446153,87.0,IV,2.2885002138999994e-94,139.679320018,1.88603216664,0.953995009895,-3.02795236068,43.47311,11.29017,1.52602538389,CSNT,3.38732068867,1.0
33,"[array([ 0.77739848,  0.1303166 ,  0.40861387,  0.22956168,  0.25838814,
        0.50852525,  0.16295084,  0.02127598,  0.11855499,  0.43726263])]","[array([ 1.40664761,  0.06337781,  0.76471504,  0.86317361,  0.66768659,
        0.86533114,  0.54849598,  0.43689877,  0.40189348,  1.333181  ])]","[array([ 0.02372152,  1.06761909,  0.32318294,  0.98911434])]",58.5324335795,1072.89053205,0.8631736088330001,0.656148636645,0.0633778051291,0.0237215201292,1.18693811365,0.0560215722414,0.764715041049,1.06761908875,158.0,FR,3.336868935889999e-136,105.54497164,2.39178204729,0.375207907561,0.5630384444150001,43.831,7.3744,1.5826523283399998,ESCA,1.5822020006400002,1.0
34,"[array([ 0.61004048,  0.09372087,  0.24538544,  0.25497794,  0.3570218 ,
        0.49938219,  0.42120928,  0.39657352,  0.35089579,  0.34627193])]","[array([ 1.06140975,  0.08187203,  0.41241201,  0.47411232,  0.59338988,
        0.86202756,  0.62175686,  0.69899293,  0.40156228,  0.50523045])]","[array([ 0.03710678,  0.60064935,  0.16040761,  0.57522459])]",107.16063124700001,109.753860247,0.47411231983400004,0.36781609909,0.0818720293763,0.0371067756471,1.04392963171,0.034157023890400005,0.412412011114,0.600649354437,453.0,GR,1.0,90.57618127639999,1.03871277377,0.237606721168,0.569896138011,49.112131,11.676733,0.80212236734,GRB5,1.72215329435,-1.0
35,"[array([ 0.94787655,  0.3584439 ,  0.68269513,  0.46036762,  0.153494  ,
        0.29490185,  0.29907113,  0.25445388,  0.41681473,  0.67914615])]","[array([ 1.64733626,  0.24475752,  0.98484113,  0.11644974,  0.2068175 ,
        0.1110022 ,  0.91444584,  0.50919454,  0.93245906,  0.53673545])]","[array([ 0.1847779 ,  0.83143216,  0.28078098,  0.75327792])]",8.59463425737,122.247505414,0.11644974138,0.517029449417,0.244757520273,0.184777896365,1.35210173597,0.119353132057,0.984841126757,0.831432160315,51.0,IV,5.4986513214199996e-08,94.2002392512,2.3096067151099997,0.17540069912999998,0.161777878203,42.80387,12.570071,0.13855709438,MOMA,2.1746335878200003,1.0
36,"[array([ 0.25751189,  0.08144301,  0.33130861,  0.01071485,  0.03550995,
        0.16319397,  0.23632593,  0.02223602,  0.13602795,  0.05306668])]","[array([ 0.22650523,  0.0533202 ,  0.60641155,  0.17390141,  0.0820642 ,
        0.47395437,  0.22024034,  0.11719482,  0.02999914,  0.02990617])]","[array([ 0.10238191,  0.14258241,  0.1803327 ,  0.13732369])]",83.79572325390001,70.2321137916,0.17390141161800002,0.158828193658,0.0533202043986,0.10238191235500001,0.54856035483,0.0657014026225,0.606411549903,0.142582413265,222.0,HU,1.0,144.55382724700002,3.25601159699,0.38088965115400003,0.299115364036,46.215,18.6436,0.159698033101,MORH,1.7817193963099998,1.0
37,"[array([ 0.28716581,  0.22033088,  0.38488502,  0.5985182 ,  0.0091354 ,
        0.32491553,  0.42042139,  0.10710074,  0.39501161,  0.02515229])]","[array([ 0.81993683,  0.46473881,  0.71815058,  0.87096652,  0.23649468,
        0.46907302,  0.52269956,  0.04964653,  0.77063222,  0.26731207])]","[array([ 0.76919483,  0.46608547,  0.27320166,  0.06047762])]",143.640980272,253.73639850400002,0.8709665228419999,0.16683963836899998,0.464738814987,0.769194833781,1.3160701296100001,0.11433017549699999,0.718150577694,0.466085472562,207.0,IV,0.0130880213415,149.081074785,1.51007356584,0.700687708645,0.296040102487,42.83355,13.114270000000001,1.19821461191,NRCA,3.1360905340099996,1.0
38,"[array([ 0.72947692,  0.15385564,  0.57857632,  0.01464163,  0.0353083 ,
        0.09319936,  0.17223896,  0.38160819,  0.0710541 ,  0.30736371])]","[array([ 1.69748493,  0.16708318,  1.22134587,  0.21317129,  0.1687712 ,
        0.29640178,  0.66879564,  1.01216821,  0.77515285,  1.27957126])]","[array([ 0.36332057,  0.74957146,  0.08671   ,  0.12280258])]",32.073776056199996,1947.59957828,0.213171293304,0.104756290193,0.167083181544,0.363320566372,1.17210258377,0.046537359037300004,1.22134586622,0.749571456931,179.0,FR,6.954066612049996e-295,134.064428804,1.2463928456,0.181207774329,-0.248014083956,44.78784,6.539745,1.3600109037600001,OGAG,1.62128126308,-1.0
