CC_fast,CC_lag,SC_fast,SC_lag,dt,dt_error,mean_SNR_0,n_data,network,phi,phi_error,st_ele,st_lat,st_lon,station
,,,,,,27.1059263871,81,Z3,,,243.0,47.28342,16.70556,A260A
94.0,2.68,61.8,2.87,2.68430605712,0.157518690931,7.96450109549,81,Z3,91.4217282568,1.22870623534,201.0,47.43127,17.92382,A268A
0.05,0.05,0.05,0.05,1.63346870977,0.0581462320648,12.6103034556,73,Z3,56.2118656477,1.77067214515,310.0,48.9743,8.68367,A125A
41.8,0.88,25.1,2.95,1.71038568174,0.0915615912368,13.0255410044,78,OX,85.2803127973,2.43684025789,1265.0,45.9922,12.1051,VARN
85.1,1.35,60.8,2.73,1.26471033293,0.181319222471,7.87196165347,76,Z3,58.9185217163,5.07093763641,282.0,48.27851,7.86782,A122A
41.9,0.85,10.8,1.02,1.36096358158,0.0123040870362,6.69776681895,15,IV,6.97141787189,0.250496520312,1660.0,45.76975,7.06101,MRGE
39.0,1.41,27.8,1.64,1.78455946514,0.00113549357756,13.83787208,29,CH,49.3017313335,0.0221735419577,1549.0,46.87034,8.4249,BNALP
164.5,1.19,41.5,2.94,2.18167411366,0.22663630141,7530.95015186,70,Z3,145.464419563,1.32248569867,249.0,44.5069,4.5869,A192A
94.2,1.04,72.4,1.83,1.28505653382,0.00326065376872,10.5704520998,25,GR,92.5479511072,0.10630840814,499.5,49.691888,11.22172,GRA1
68.05,2.45,16.9,2.02,2.02733719161,0.104009827085,7.52155803046,20,CH,67.4829582749,1.7662611253,1022.0,47.04921,9.38076,PLONS
23.5,1.0,77.9,2.98,0.968472666556,0.00633677217379,13.5967834721,20,CH,21.2184856501,0.556756906968,770.0,46.66488,7.62418,WIMIS
57.9,1.29,9.3,2.96,1.50365487172,0.123965804621,8.65701310448,20,GR,65.7648249132,3.0736511448,589.0,48.3311,8.3303,BFO
52.05,2.05,72.05,3.05,2.08490959866,0.00202065607356,17.2352590601,15,CH,34.0849913825,0.0400290897596,2160.0,46.41554,7.77166,LAUCH
77.1,1.28,38.6,2.91,1.43300003719,0.0873679693848,10.5322529709,74,OX,80.721452704,2.90652513084,444.0,46.3195,13.0984,BOO
147.8,0.72,12.6,1.04,0.87995159756,0.0552477711988,6.46408614263,25,GE,125.56829278,2.08792748872,740.0,49.7766,17.5428,MORC
163.8,0.87,61.6,1.79,3.0,0.516234813445,8.7973453471,121,Z3,169.220329641,2.01514972061,463.0,44.535919,10.596118,A306A
21.9,1.64,20.5,1.62,2.80711926327,0.0202518265931,9.73980548815,91,Z3,131.168383825,0.172649744677,32.0,44.170353,12.244515,A309A
24.6,1.02,8.7,1.5,1.31490069042,0.155108292087,11.2769586475,121,Z3,36.0888873659,10.2235908824,1.0,45.016739,12.033501,A304A
98.9,1.45,88.6,1.41,3.0,0.565833310661,6.81188776345,99,Z3,149.60613315,3.49821235799,174.0,48.371921,16.205439,A005B
29.7,2.05,44.7,1.85,1.96762858634,0.101633603101,11.7227957733,85,Z3,58.4549738077,1.31906907087,-3.0,44.959236,12.432347,A305A
148.05,1.25,20.4,2.05,2.90407445435,0.395309598796,10.5430184618,100,Z3,8.77905740853,1.38191861291,9.0,44.660755,11.436312,A307A
29.8,1.05,8.7,1.9,2.42822856167,0.23986919193,17.0352041471,95,Z3,176.240653855,1.74139498674,-2.0,44.582485,12.005684,A308A
36.7,1.05,8.5,1.28,1.24036731846,0.110094575012,7.72754698062,120,OX,53.7774695801,3.72756468668,870.0,46.009,12.4379,CAE
18.2,0.91,170.6,1.47,3.0,0.268103691671,9.94404192858,134,Z3,163.202929624,1.01399815578,1030.0,46.3296,6.6808,A173A
164.5,0.42,153.8,0.9,2.20262599725,0.0691471546754,7.31605739213,75,Z3,152.550639766,0.339166479388,476.0,46.362,5.8003,A214A
132.5,1.48,169.1,2.17,1.31325532906,0.0456479666744,8.16374189721,100,Z3,134.687482218,2.75080326269,152.0,47.8452,19.0186,A270A
88.6,1.72,33.6,2.93,1.35325801259,0.0897034843628,9.54190410503,90,Z3,81.7409918935,2.36604669512,468.0,48.530049,12.977644,A147B
145.1,0.83,152.0,0.91,3.0,1.41417849767,12.7028570344,82,Z3,172.155230542,3.30338450469,0.0,45.9427,5.0747,A175A
73.3,1.02,49.9,1.29,1.45075658962,0.00259247414233,9.69909149473,22,GR,89.6777748279,0.0811667957334,525.0,49.112131,11.676733,GRB5
93.2,0.65,104.7,1.66,1.74952293428,0.2104754748,11.9032551979,15,GR,84.2483352512,4.31568697434,517.0,49.343542,11.805983,GRB3
79.1,0.99,102.9,1.41,3.0,15.2032824993,8.54618992855,60,Z3,46.6451173562,38.9919674421,622.0,48.8277,5.92254,A210A
43.3,1.02,1.7,2.79,1.57195127886,0.0407022464059,13.269894015,30,IV,74.788842146,1.08384170687,1180.0,46.04818,11.6497,CTI
24.5,0.79,60.2,1.82,1.40436733812,0.00438216951336,17.3597807092,15,CH,48.7688476591,0.054999584766,710.0,46.77363,6.95874,TORNY
16.1,0.91,103.6,1.08,2.24884289376,0.00763352223187,16.7712310009,30,Z3,53.3906129251,0.103008804343,684.0,48.140039,9.199346,A102A
84.0,1.29,104.9,2.0,3.0,2.19948276088,12.8169630697,25,GR,120.132089651,12.5835904665,503.0,49.565403,11.435871,GRA4
43.3,2.7,51.2,1.57,1.69499698241,0.084977675303,10.0587735338,74,Z3,85.144347291,1.71445720376,528.0,48.509432,12.47666,A148B
146.05,1.85,168.05,2.65,3.0,0.344574155916,7.31241483329,24,IV,160.468466903,2.40376061019,636.0,43.47311,11.29017,CSNT
34.4,1.05,23.9,1.25,1.90525079742,0.00448276436733,11.3506678168,10,IV,71.6862760924,0.0725122430185,625.0,46.2601,12.7104,STAL
93.8,1.48,62.3,2.92,2.03273904063,0.180521835505,8.52037366194,110,Z3,120.425269011,3.3330321873,1255.0,44.3933,6.5023,A194A
,,,,,,6.91994762641,127,Z3,,,465.0,47.6908,5.0502,A160A
79.5,1.92,45.3,2.92,1.30412470355,0.0248549386715,7.94603745981,50,Z3,107.830590196,1.06923895994,339.0,50.0019,10.7612,A351B
73.8,2.69,13.2,1.92,1.13806504342,0.040501474065,13.3239676765,20,OX,55.6913181327,1.5426211584,814.0,46.1495,12.6154,MLN
56.05,1.45,75.8,2.97,1.60725836022,0.0357696059589,16.3725607151,25,OX,57.5780886704,0.547426854983,785.0,45.6378,11.2099,MARN
94.9,1.47,84.0,1.67,1.54729111612,0.0935326107588,6.18004924519,118,Z3,117.240363077,2.75135037109,341.0,43.7438,3.6883,A199A
132.8,0.49,145.5,2.89,1.59611666557,0.0866258199397,7.86866519302,105,Z3,92.5172322961,1.42546528683,381.0,48.100199,14.139852,A024B
72.5,2.88,73.2,1.98,0.878665180687,0.341907756391,10.4765625731,78,Z3,83.7962388432,11.9159937083,830.0,42.2326,8.7937,A208A
95.3,1.03,130.1,2.05,1.52425651683,0.0160001643475,6.1879921153,10,Z3,79.6637229066,0.47819952339,0.0,42.5041,9.4944,A209A
0.05,0.05,0.05,0.05,1.26215351575,inf,12.4908085154,20,Z3,72.0202257314,inf,660.0,45.8107,6.2004,A178A
48.2,1.01,71.1,1.29,1.14665798074,0.0155822551933,5.53634723772,20,CH,43.7340311042,0.760401070226,1920.0,46.96765,8.63706,MUO
15.9,1.25,169.2,1.7,1.67181996391,0.152746152156,7.24940209675,32,CH,50.0678487485,3.33800002792,1280.0,46.75681,8.15117,HASLI
152.0,1.65,149.5,1.62,1.39675028137,0.000281819767116,9.74823991844,10,IV,12.3899662356,0.0365606951208,1215.0,43.61888,11.95167,CRE
118.05,1.65,120.05,1.65,2.37895917089,0.403623334746,8.92583537803,65,Z3,135.377706857,3.28842360175,1087.0,44.3701,6.0733,A217A
108.7,0.77,131.6,2.87,1.03416517099,0.00704556583361,11.9686387284,48,Z3,69.3925767191,0.109794681291,845.0,45.3113,4.0427,A180A
65.4,0.34,124.3,2.98,2.16478183554,0.00247847825592,9.21340981971,20,GU,26.257988414,0.0317042135237,3005.0,45.8753,7.8685,SATI
24.4,0.99,160.5,2.95,2.01082874268,0.25310976272,11.9809715443,35,Z3,168.696059384,1.66410663014,292.0,44.8534,7.7099,A281A
67.2,1.03,40.8,2.9,2.13328745382,0.181078371062,9.84423835575,83,Z3,92.7995475948,1.68672572001,461.0,49.344669,9.974411,A118B
48.05,1.25,80.05,3.05,1.27877736726,0.0442577991636,8.55220325105,83,CR,17.5709094351,1.11567726438,288.0,43.1776,16.4488,HVAR
110.05,0.45,114.2,0.45,1.03667389403,0.013911576672,6.10526647485,51,Z3,78.4151197243,0.537817656893,625.0,45.9926,4.4619,A174A
110.7,0.82,10.9,0.91,1.95642446705,0.0328888799507,8.58690101797,25,OX,79.9530118332,0.292750055278,520.0,46.4142,13.0011,FUSE
12.6,1.06,8.9,2.15,2.53560658389,0.447833073227,8.33183638035,57,Z3,57.0087824133,3.33883504975,104.0,49.3986,8.59629,A128A
31.5,1.35,9.9,1.41,2.07556270909,0.0861974988892,7.08769769634,67,Z3,177.373825939,0.900727781817,1305.0,45.3805,6.302,A181A
122.05,2.45,122.8,2.37,2.27725907227,0.0257588184358,4.02123128466,55,Z3,131.647231713,0.00604878121962,380.0,47.9467,4.5341,A156A
0.05,0.05,0.05,0.05,1.38819750664,0.0114836005124,13.7595164768,56,Z3,144.740311048,0.238657960273,520.0,45.5963,4.6086,A177A
25.7,1.21,18.2,1.6,1.55349657749,0.00412740181548,9.9645559542,15,Z3,53.8417958801,0.110315683662,667.0,48.019394,10.199769,A107C
103.4,0.32,62.3,2.91,1.82253140081,0.228012672594,5.72500795632,45,Z3,72.7959530871,2.78830816439,880.0,44.9695,2.8069,A182A
0.05,0.05,0.05,0.05,1.49392732111,0.000642629697736,9.36445081201,35,IV,0.728721466862,0.16881209915,19.0,44.8873,10.8987,NDIM
41.0,0.71,62.3,2.76,0.995599902397,0.0669449704615,20.5551348669,70,Z3,25.1491457697,6.59043861981,1049.1,46.993,7.97764,A060B
,,,,,,10.2031802272,6,NI,,,1417.0,46.4258,12.7419,PURA
0.05,0.05,0.05,0.05,0.703636911235,0.00924778087797,5.5588924294,87,Z3,128.676876655,0.521543957635,238.0,48.318,4.7968,A153A
106.3,2.05,132.05,2.25,2.36371795688,0.0752335849197,15.9436466648,15,GU,133.089631211,0.776588512203,440.0,44.045,10.757,POPM
53.0,2.89,47.9,2.96,2.12250395512,0.0557395901879,6.75166249427,51,OE,82.6043892047,0.682182151065,614.0,47.6913,13.6383,BIOA
